OverTime_Yes,MaritalStatus_Single,TotalWorkingYears,JobLevel,YearsInCurrentRole,MonthlyIncome,Age,JobRole_Sales Representative,YearsWithCurrManager,StockOptionLevel
-0.6377292251365789,-0.6815483069050066,2.2614821417371727,1.7621889573533582,-0.6253648713435828,2.026752327274747,1.0901940236181409,-0.23186944788008415,-0.6164064977950603,2.61310031407703
-0.6377292251365789,-0.6815483069050066,-1.0726746626292767,-0.9862649071659377,-0.9056351033176886,-0.8644084008911711,-1.634827596376192,-0.23186944788008415,-0.8970468545147626,0.2474298218872014
-0.6377292251365789,-0.6815483069050066,1.4920613407295304,1.7621889573533582,1.3365267524751574,2.3477057786207,0.9811931588183676,-0.23186944788008415,1.3480759992428557,0.2474298218872014
-0.6377292251365789,-0.6815483069050066,-0.5597274619575152,-0.9862649071659377,-0.06482440739537135,-0.9562015179204555,-1.307825001976872,4.312771730569565,0.5061549290837488,-0.9354054242077128
1.568063624159353,-0.6815483069050066,-0.1750170614536942,-0.0701136189928391,0.7759862885269458,-0.18595622912437518,0.6541905644190477,-0.23186944788008415,0.7867952858034511,0.2474298218872014
1.568063624159353,-0.6815483069050066,-0.816201062293396,-0.9862649071659377,-0.6253648713435828,-0.6621195879530991,-0.9808224075775521,-0.23186944788008415,-0.6164064977950603,-0.9354054242077128
-0.6377292251365789,-0.6815483069050066,-1.3291482629651574,-0.9862649071659377,-1.1859053352917943,-0.8214139666854172,1.5261974828172342,-0.23186944788008415,-1.177687211234465,-0.9354054242077128
-0.6377292251365789,-0.6815483069050066,0.8508773398898287,0.8460376691802596,0.7759862885269458,0.9192157021345277,0.6541905644190477,-0.23186944788008415,-0.8970468545147626,0.2474298218872014
-0.6377292251365789,-0.6815483069050066,-0.816201062293396,-0.0701136189928391,-0.06482440739537135,-0.40952728699429525,0.32718797001972766,-0.23186944788008415,-0.6164064977950603,0.2474298218872014
1.568063624159353,-0.6815483069050066,-0.6879642621254556,-0.0701136189928391,-0.6253648713435828,-0.16660873373178595,-1.0898232723773253,-0.23186944788008415,-0.05512578435565574,-0.9354054242077128
-0.6377292251365789,1.4672474274657379,-0.1750170614536942,-0.9862649071659377,-0.3450946393694771,-0.674373001701739,-0.10881548917936558,4.312771730569565,-0.335766141075358,-0.9354054242077128
-0.6377292251365789,-0.6815483069050066,-0.30325386162163454,1.7621889573533582,0.7759862885269458,2.05942809727112,-0.8718215427777788,-0.23186944788008415,0.7867952858034511,1.4302650679821156
-0.6377292251365789,-0.6815483069050066,0.08145653888218654,-0.0701136189928391,1.3365267524751574,-0.6120310721033959,0.8721922940185942,-0.23186944788008415,1.0674356425231535,1.4302650679821156
-0.6377292251365789,1.4672474274657379,-0.816201062293396,-0.0701136189928391,-0.3450946393694771,-0.9183664158193922,-1.5258267315764187,-0.23186944788008415,-0.6164064977950603,-0.9354054242077128
-0.6377292251365789,1.4672474274657379,0.33793013921806725,-0.0701136189928391,1.3365267524751574,-0.25818687859004164,-0.3268172187789122,-0.23186944788008415,1.3480759992428557,-0.9354054242077128
-0.6377292251365789,1.4672474274657379,-1.3291482629651574,-0.9862649071659377,-1.1859053352917943,-1.1698838559230522,-1.9618301907755118,-0.23186944788008415,-1.177687211234465,-0.9354054242077128
-0.6377292251365789,-0.6815483069050066,-0.1750170614536942,0.8460376691802596,0.7759862885269458,0.3082647920707654,0.7631914292188209,-0.23186944788008415,0.22551457236404657,0.2474298218872014
-0.6377292251365789,-0.6815483069050066,0.594403739553948,-0.0701136189928391,0.7759862885269458,-0.23153032938247428,1.0901940236181409,-0.23186944788008415,0.7867952858034511,0.2474298218872014
-0.6377292251365789,-0.6815483069050066,-0.1750170614536942,-0.0701136189928391,0.7759862885269458,0.08275898466158643,-0.6538198131782321,-0.23186944788008415,0.7867952858034511,0.2474298218872014
1.568063624159353,-0.6815483069050066,1.2355877403936497,0.8460376691802596,1.3365267524751574,0.8876147929932986,0.9811931588183676,-0.23186944788008415,0.22551457236404657,0.2474298218872014
-0.6377292251365789,-0.6815483069050066,0.4661669393860076,-0.9862649071659377,1.6167969844492631,-0.8089455807657486,-0.4358180835786855,-0.23186944788008415,1.6287163559625581,0.2474298218872014
-0.6377292251365789,1.4672474274657379,0.08145653888218654,-0.0701136189928391,-0.3450946393694771,0.4604650891591341,0.10918624042018105,-0.23186944788008415,0.7867952858034511,-0.9354054242077128
-0.6377292251365789,1.4672474274657379,0.594403739553948,-0.0701136189928391,1.8970672164233688,-0.1354377689326144,-0.10881548917936558,-0.23186944788008415,0.7867952858034511,-0.9354054242077128
-0.6377292251365789,1.4672474274657379,-0.1750170614536942,-0.9862649071659377,0.4957160565528401,-0.6709334469652787,0.9811931588183676,-0.23186944788008415,0.7867952858034511,-0.9354054242077128
-0.6377292251365789,1.4672474274657379,-0.04678026128575383,-0.0701136189928391,-0.6253648713435828,0.07007562657088905,0.436188834819501,-0.23186944788008415,-0.6164064977950603,-0.9354054242077128
-0.6377292251365789,1.4672474274657379,-1.200911462797217,-0.9862649071659377,-0.9056351033176886,-0.8310877143817118,-1.8528293259757387,4.312771730569565,-0.6164064977950603,-0.9354054242077128
-0.6377292251365789,-0.6815483069050066,-0.6879642621254556,-0.0701136189928391,-0.6253648713435828,0.38737455100935253,-0.6538198131782321,-0.23186944788008415,-0.6164064977950603,0.2474298218872014
